Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,MACD_Crossover,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Has_Earnings,Stop_Loss,Target,Target%,SL%,RR_Ratio,Shares,Position_Value,Conviction,BTST_Score
PGR,234.48,1.63,0.45,3158990.0,69.4,0.9572,False,221.72,212.04,5.76,45.6,87.4,5.49,239.38,True,Morning Star,False,False,True,True,True,0.68,True,True,False,False,230.93,241.51,3.0,1.51,1.98,28,6565.44,WEAK,53.9
V,357.75,2.52,1.0,9970750.0,66.7,1.0339,False,342.54,332.5,4.44,30.0,79.4,8.11,365.02,True,,False,False,True,True,True,0.79,True,True,False,False,351.05,368.48,3.0,1.87,1.6,14,5008.5,WEAK,52.2
EOG,139.61,4.11,0.58,3332450.0,58.4,0.7816,False,134.2,134.49,4.03,14.2,81.0,3.84,150.7,False,Morning Star,False,False,True,True,True,1.64,True,True,False,False,136.82,143.8,3.0,2.0,1.5,35,4886.35,WEAK,51.1
D,70.8,1.03,0.53,6172520.0,65.1,0.0178,True,68.87,66.91,2.8,30.8,78.3,1.16,70.98,True,,False,False,True,True,False,0.26,True,True,False,False,70.15,72.54,2.46,0.92,2.68,153,10832.4,WEAK,50.7
CB,354.74,1.99,0.52,1869340.0,62.8,0.7309,False,343.16,333.82,3.37,28.2,84.0,7.52,365.29,True,,False,False,True,True,True,1.34,True,True,False,False,349.73,365.38,3.0,1.41,2.12,19,6740.06,WEAK,50.2
CVX,182.2,3.29,0.75,10230600.0,57.6,1.4719,False,175.7,179.89,3.7,22.1,94.7,4.03,212.76,False,,False,False,True,True,True,1.48,True,True,False,False,179.01,187.67,3.0,1.75,1.71,31,5648.2,WEAK,49.0
CI,304.5,3.76,0.64,1646490.0,66.3,1.9585,False,287.39,284.29,5.95,13.2,92.8,7.53,310.19,True,,False,False,True,True,True,0.78,True,True,False,False,298.41,313.63,3.0,2.0,1.5,16,4872.0,WEAK,47.5
BMY,59.34,3.06,1.05,11451970.0,60.4,0.3381,False,56.89,56.61,4.31,16.5,94.7,1.43,61.55,True,,False,False,True,True,True,0.56,True,True,False,False,58.15,61.12,3.0,2.01,1.5,84,4984.56,WEAK,47.5
COP,112.85,3.49,0.79,7493250.0,54.7,0.9751,False,109.42,112.81,3.13,23.2,83.6,2.95,134.87,False,Morning Star,False,False,True,True,True,1.77,True,True,False,False,110.97,116.24,3.0,1.67,1.8,53,5981.05,WEAK,47.2
WFC,87.67,0.59,1.09,13752560.0,64.0,0.1168,False,84.81,82.58,3.37,28.1,82.1,1.9,96.73,False,,False,False,True,True,False,0.84,True,True,False,False,86.11,90.3,3.0,1.78,1.69,64,5610.88,WEAK,46.9
WELL,234.55,1.28,0.58,3266850.0,64.1,0.7114,False,225.78,217.9,3.88,28.9,75.6,5.34,239.11,True,,False,False,True,True,True,0.68,True,True,False,False,230.9,241.59,3.0,1.56,1.93,27,6332.85,WEAK,46.0
MA,537.7,2.08,0.46,4130120.0,65.7,2.8899,False,513.44,505.37,4.72,23.8,75.8,12.34,598.04,False,,False,False,True,True,True,0.75,True,True,False,False,530.71,553.83,3.0,1.3,2.31,14,7527.8,WEAK,44.3
O,64.17,1.36,0.5,6160600.0,61.5,0.1881,False,62.56,62.02,2.58,24.3,89.4,1.04,66.77,True,,False,False,True,True,False,0.23,True,True,False,False,63.46,65.72,2.42,1.11,2.18,140,8983.8,WEAK,44.3
VTR,92.06,1.54,0.4,4331530.0,63.0,0.4338,False,88.85,86.55,3.61,28.6,86.6,2.03,94.6,True,,False,False,True,True,False,0.31,True,True,False,False,90.77,94.82,3.0,1.4,2.14,77,7088.62,WEAK,43.4
