Symbol,Close,Change%,Volume_Ratio,Avg_Vol,RSI,MACD_Hist,MACD_Crossover,EMA20,EMA50,EMA_Dist%,ADX,Range_Pos%,ATR,52W_High,Near_52W_High,Candle,Marubozu,FinalHrFade,RS_Beat,Weekly_Align,Gap_Up,Gap_Pct,Sector_Align,Breadth_OK,Entry_Overextended,Has_Earnings,Stop_Loss,Target,Target%,SL%,RR_Ratio,Shares,Position_Value,Conviction,BTST_Score
LLY,1231.94,3.9,0.94,3184770.0,60.7,1.6036,True,1176.15,1145.19,4.74,19.3,100.0,42.65,1249.45,True,Marubozu,True,False,True,True,False,-0.06,True,True,False,False,1207.3,1268.9,3.0,2.0,1.5,4,4927.76,MODERATE,63.1
APD,308.18,1.56,0.53,1191800.0,63.7,0.7515,False,297.25,293.5,3.68,18.4,99.0,7.34,314.87,True,,False,False,True,True,False,0.18,True,True,False,False,302.02,317.43,3.0,2.0,1.5,16,4930.88,WEAK,54.6
MRK,130.92,1.82,0.43,8815120.0,60.1,-0.2752,False,128.15,124.67,2.16,17.7,97.8,3.27,135.05,True,Marubozu,True,False,True,True,False,-0.23,True,True,False,False,128.3,134.85,3.0,2.0,1.5,38,4974.96,WEAK,54.1
ADP,273.67,0.87,0.59,2791230.0,67.4,0.4887,False,260.56,245.32,5.03,39.4,99.2,7.98,301.7,False,Engulfing,False,False,True,True,False,-0.88,False,True,False,False,268.2,281.89,3.0,2.0,1.5,18,4926.15,WEAK,52.3
T,24.05,1.09,0.64,57586980.0,60.9,0.0654,False,23.18,23.09,3.77,27.3,93.5,0.71,28.75,False,,False,False,True,True,False,-0.88,True,True,False,False,23.57,24.77,2.99,2.0,1.5,208,5002.4,WEAK,51.6
NFLX,76.29,2.9,0.7,37954280.0,58.9,0.8086,False,73.31,76.24,4.07,20.5,99.3,2.38,126.71,False,Marubozu,True,False,True,False,False,-0.56,True,True,False,False,74.76,78.58,3.0,2.01,1.5,65,4958.85,WEAK,51.0
ISRG,393.38,3.85,0.98,3296370.0,56.9,5.8082,False,373.31,391.71,5.38,17.0,98.4,13.7,603.88,False,Marubozu,True,False,True,False,False,0.11,True,True,False,False,385.51,405.18,3.0,2.0,1.5,12,4720.56,WEAK,51.0
MDT,89.41,2.58,0.9,7311320.0,67.7,0.2468,False,85.08,83.11,5.09,17.6,98.5,2.23,103.76,False,,False,False,True,True,False,0.0,True,True,False,False,87.62,92.09,3.0,2.0,1.5,55,4917.55,WEAK,48.6
SYK,345.81,2.0,0.65,2547120.0,58.6,0.433,False,333.44,326.02,3.71,12.8,98.9,11.29,392.86,False,,False,False,True,True,False,-0.59,True,True,False,False,338.89,356.18,3.0,2.0,1.5,14,4841.34,WEAK,48.6
BMY,64.84,0.19,0.42,15582320.0,63.9,0.0089,False,62.7,60.13,3.41,44.2,64.0,1.8,68.1,True,,False,False,True,True,False,-0.6,True,True,False,False,64.12,66.79,3.01,1.11,2.71,138,8947.92,WEAK,47.5
PSX,215.52,5.69,0.65,2596670.0,66.8,-0.844,False,203.66,192.97,5.82,24.5,96.3,6.94,216.08,True,Marubozu,True,False,True,True,True,1.96,True,True,False,False,211.21,221.99,3.0,2.0,1.5,23,4956.96,WEAK,47.5
JNJ,261.81,0.99,0.77,7667730.0,58.3,-0.5754,False,257.08,250.36,1.84,17.9,94.5,5.95,274.9,True,,False,False,True,True,False,-0.07,True,True,False,False,258.55,269.66,3.0,1.25,2.41,30,7854.3,WEAK,46.9
DOW,30.58,4.23,0.52,10455810.0,52.3,0.1287,False,30.02,31.07,1.88,10.1,100.0,1.23,42.31,False,Marubozu,True,False,True,False,True,1.06,True,True,False,False,29.97,31.5,3.01,1.99,1.51,163,4984.54,WEAK,46.8
BAC,63.86,1.09,0.6,28531630.0,69.8,-0.0284,False,61.8,59.11,3.34,33.3,86.0,1.08,64.0,True,,False,False,True,True,False,-0.02,True,True,False,False,63.0,65.48,2.54,1.35,1.88,116,7407.76,WEAK,46.3
TMO,599.69,0.96,0.64,2093020.0,73.2,1.3547,False,562.57,532.47,6.6,29.5,100.0,16.35,642.71,False,Marubozu,True,False,True,True,False,-0.92,True,True,True,False,588.67,617.68,3.0,1.84,1.63,9,5397.21,WEAK,45.4
VZ,47.03,-0.06,0.41,28189420.0,59.1,0.1381,False,45.92,45.37,2.41,17.7,92.1,1.34,50.06,False,Hammer,False,False,False,True,False,-0.69,True,True,False,False,46.1,48.44,3.0,1.98,1.52,107,5032.21,WEAK,45.1
ECL,284.4,-0.27,0.51,1419950.0,59.8,0.9024,False,278.33,273.36,2.18,20.3,86.4,6.32,307.6,False,,False,False,False,True,False,-0.32,True,True,False,False,281.31,292.93,3.0,1.09,2.76,32,9100.8,WEAK,43.9
JPM,359.79,0.63,0.51,6746250.0,64.9,-0.1242,False,350.17,336.98,2.75,14.4,94.5,6.91,363.0,True,,False,False,True,True,False,0.12,True,True,False,False,356.53,370.15,2.88,0.91,3.18,30,10793.7,WEAK,43.9
CVX,194.91,4.48,0.75,8101840.0,59.4,-0.3192,False,188.56,185.58,3.37,19.7,98.8,4.66,212.76,False,Marubozu,True,False,True,True,True,1.24,True,True,False,False,191.01,200.76,3.0,2.0,1.5,25,4872.75,WEAK,43.9
PANW,385.04,5.82,0.89,6154830.0,70.3,3.0456,False,344.56,314.88,11.75,30.7,99.4,15.76,385.17,True,Marubozu,True,False,True,True,False,0.45,False,True,True,False,377.34,396.59,3.0,2.0,1.5,12,4620.48,WEAK,43.2
COF,218.97,0.56,0.42,3903120.0,62.6,0.7383,False,211.73,204.37,3.42,19.4,87.3,5.38,257.54,False,Engulfing,False,False,True,True,False,-0.46,True,True,False,False,216.48,225.54,3.0,1.14,2.64,40,8758.8,WEAK,42.7
AMGN,417.2,1.52,0.52,3152540.0,74.3,3.1639,False,386.52,369.67,7.94,34.1,98.5,11.8,418.4,True,,False,False,True,True,False,-0.49,True,True,True,False,408.86,429.72,3.0,2.0,1.5,11,4589.2,WEAK,42.4
XOM,159.79,4.41,0.88,14455720.0,65.1,0.0789,True,152.42,149.39,4.83,20.3,90.4,4.03,175.22,False,,False,False,True,True,True,0.95,True,True,False,False,156.59,164.58,3.0,2.0,1.5,31,4953.49,WEAK,42.1
COP,123.03,4.61,0.66,7134680.0,63.3,0.2197,True,116.74,115.34,5.39,14.5,94.1,3.55,134.87,False,,False,False,True,True,True,1.38,True,True,False,False,120.57,126.72,3.0,2.0,1.5,40,4921.2,WEAK,42.1
FDX,325.08,2.04,0.76,1455780.0,60.3,1.4647,False,314.66,314.44,3.31,17.1,88.6,7.52,344.08,False,,False,False,True,True,False,-0.3,False,True,False,False,318.58,334.83,3.0,2.0,1.5,15,4876.2,WEAK,41.9
CMCSA,25.2,-0.63,0.6,31909500.0,60.0,0.2048,False,24.22,24.21,4.07,21.4,92.4,0.83,32.05,False,,False,False,False,True,False,-0.79,True,True,False,False,24.77,25.96,3.02,1.71,1.77,232,5846.4,WEAK,41.5
BLK,1131.4,-0.44,0.9,728940.0,64.0,5.0197,False,1090.63,1060.01,3.74,26.3,38.6,25.81,1200.54,False,,False,False,False,True,False,-0.58,True,True,False,False,1126.0,1165.34,3.0,0.48,6.29,18,20365.2,WEAK,38.5
ROST,254.82,-0.16,0.97,2168010.0,70.3,0.8113,False,244.6,234.8,4.18,33.4,44.9,5.1,257.0,True,,False,False,False,True,False,-0.57,False,True,False,False,253.52,262.47,3.0,0.51,5.86,76,19366.7,WEAK,38.5
MA,563.17,0.04,0.6,3407810.0,59.5,-0.7436,False,554.89,534.2,1.49,35.2,51.5,11.93,598.04,False,,False,False,True,True,False,-0.33,True,True,False,False,559.36,580.07,3.0,0.68,4.44,26,14642.42,WEAK,37.9
SCHW,107.99,0.36,0.49,7677070.0,70.1,0.0654,False,104.21,99.72,3.63,38.4,38.7,2.18,109.32,True,,False,True,True,True,False,-0.08,True,True,False,False,107.15,111.23,3.0,0.78,3.86,119,12850.81,WEAK,37.8
WFC,87.52,0.31,0.69,13267350.0,56.0,-0.0137,False,86.43,84.58,1.26,13.4,77.2,1.91,96.18,False,,False,False,True,True,False,-0.39,True,True,False,False,86.57,90.15,3.01,1.09,2.77,105,9189.6,WEAK,37.3
GOOGL,357.52,0.91,0.58,32849390.0,52.2,2.5792,False,352.85,354.01,1.32,16.0,98.2,12.29,408.37,False,,False,False,True,True,False,0.25,True,True,False,False,352.71,368.25,3.0,1.35,2.23,20,7150.4,WEAK,37.0
GOOG,355.84,0.67,0.56,21805220.0,52.1,2.4113,False,351.67,352.44,1.19,15.8,98.0,11.9,404.23,False,,False,False,True,True,False,0.22,True,True,False,False,351.47,366.52,3.0,1.23,2.44,22,7828.48,WEAK,37.0
ADBE,272.96,2.92,0.68,5821370.0,69.0,3.0506,False,246.42,237.96,10.77,21.8,98.5,11.39,370.86,False,Marubozu,True,False,True,True,False,-0.81,False,True,True,False,267.5,281.15,3.0,2.0,1.5,18,4913.28,WEAK,36.9
REGN,808.05,3.02,1.09,900590.0,83.2,10.0754,False,724.14,691.57,11.59,41.4,97.1,21.16,818.9,True,,False,False,True,True,False,-0.34,True,True,True,False,791.89,832.29,3.0,2.0,1.5,6,4848.3,WEAK,36.1
FAST,52.15,0.6,0.73,8945970.0,73.4,0.5662,False,48.4,46.98,7.74,23.7,92.1,1.32,52.22,True,,False,False,True,True,False,-0.31,False,True,True,False,51.28,53.71,2.99,1.67,1.79,114,5945.1,WEAK,36.1
EOG,142.22,5.55,1.0,3181730.0,53.5,-0.8809,False,140.08,137.84,1.53,18.0,93.5,4.49,149.59,True,,False,False,True,True,True,1.81,True,True,False,False,139.38,146.49,3.0,2.0,1.5,35,4977.7,WEAK,35.8
